Transaction Frequency,Transaction Volume (ETH),Largest Transaction (ETH),Average Transaction Value (ETH),Liquidation Event Count,Average Health Factor,Collateral Utilization,Total Outstanding Debt (USD),Average Debt Size (USD),Debt-to-Asset Ratio,Repayment Activity Proxy,Earnings Efficiency,Protocol Diversity,Lending Protocol Count,Liquidity Provision Count,Token Swap Count,Wallet Age (Days),DeFi Engagement Duration (Days),Cluster,Credit Score,FICO Range
0.0021266531211026965,8.860812878673213e-08,1.4576427697547073e-06,1.0452179050091627e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.03433208459248816,0.03425095999815972,1.0,0.6963636363636363,Good (670-739)
0.0001890349718232845,3.542092803155383e-06,3.776958672561163e-05,0.00041612913743741507,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.435705368113516,0.26184378977651845,1.0,0.750909090909091,Good (670-739)
0.025595462217008945,0.0005875363277188661,0.002819713658449806,0.0019112504284083366,0.0,2.1266023260776245e-06,1.1478477155952465e-10,0.00033532569900890423,0.00022667742144832705,1.0918062741653046e-06,0.0867052005524185,0.8511762256563842,0.37499992187499026,0.49999974999987495,0.0,0.0,0.10861423193152753,0.08898847602080297,0.25,0.3290909090909091,Poor (300-579)
0.0007561427228318931,7.124233504057951e-07,3.477736164412009e-06,2.2781970979934295e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.388576778835386,0.0,0.5,0.8709090909090909,Very Good (740-799)
0.018903590755107367,4.041297099586163e-06,4.1672039874381415e-05,0.00021362570693749905,0.0,5.3411058421015705e-06,1.8152658308994438e-10,1.784129982900391e-05,1.507571538834582e-05,7.447361639080054e-06,0.007707127182480014,0.8511762256625873,0.12499989062498633,0.49999974999987495,0.0,0.0011235943832849375,0.0006242194134282831,0.0006402045456594765,0.5,0.9036363636363636,Very Good (740-799)
0.004206048208134262,0.0003620667394617857,0.001740800140848747,0.0018315088392968544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762259401741,0.37499992187499026,0.0,0.0,0.037078650603459155,0.45006242180089334,0.45902688843118655,0.0,0.9818181818181819,Exceptional (800-850)
0.05639886489262653,0.009524000080746262,0.006427569853832071,0.002766160675369928,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.2909441219478692,0.8511762257494301,0.12499989062498633,0.0,0.09999990999999099,0.10786516753692714,0.5764669162223679,0.590588988345259,0.75,0.6563636363636365,Fair (580-669)
0.0037807173948778048,2.826753835985264e-08,4.705516791835257e-07,1.4728740577062058e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263108068,0.12499989062498633,0.0,0.0,0.0,0.04806491855432737,0.0124839945622548,0.0,0.9363636363636365,Exceptional (800-850)
0.1151795832846688,0.058695267447166924,0.07331181384489342,0.017559096582153665,0.0,1.0,0.0,0.0,0.0,0.0,0.0038535626278488684,0.851176226394548,0.2499999062499883,0.0,0.0,0.18876404403231914,0.27278401974805994,0.20006402023049422,0.0,0.9109090909090909,Exceptional (800-850)
0.0012854432904399278,2.5491351459836456e-06,2.6173179378630034e-05,3.591587977476671e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5240324592771636,0.5038412290345202,1.0,0.7,Good (670-739)
0.0022022674879038444,8.196090159425274e-05,0.000918224232039429,0.003094642414718236,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.007865167424567604,0.11766541795183064,0.0,0.5,0.8872727272727272,Very Good (740-799)
0.010396974489978237,2.1548943207279926e-08,6.503705987837023e-07,2.008951967699365e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762257525316,0.12499989062498633,0.0,0.0,0.0,0.002808988452811794,0.0,0.0,0.9199999999999999,Exceptional (800-850)
0.006436672028768122,9.553080443621289e-06,0.0001251501038479187,7.062692444682378e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0,0.1975655428207133,0.01888604321987389,1.0,0.770909090909091,Good (670-739)
0.001351605861390932,2.2426150878907997e-06,5.099932375273176e-06,3.765813298224447e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.41978776511229327,0.42157490378411483,1.0,0.7581818181818183,Good (670-739)
0.00026464933862443236,8.036834227885993e-08,1.4117315562397686e-06,4.9573804726617424e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5745942570457534,0.4865556976589486,1.0,0.6927272727272729,Good (670-739)
0.0007466909269817495,3.676871498128433e-05,0.0005547604583794978,0.0035338242424801324,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.13389513081582244,0.004161331307349977,0.5,0.8854545454545455,Very Good (740-799)
0.004489602083638566,1.6175207978738224e-07,4.881854111077217e-06,8.97796479761044e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.03526841418079538,0.03617157459544545,1.0,0.6963636363636363,Good (670-739)
0.0017485812870969579,4.128754193580719e-07,5.547566707043828e-06,1.1792373825074526e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.1872659173493339,0.19206145940847036,1.0,0.7654545454545454,Good (670-739)
0.0027788270347625962,1.533664997646992e-05,0.00015686327458336256,0.00015291488363077376,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.009633909459795587,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0,0.34269662900833225,0.35083226611742385,1.0,0.781818181818182,Good (670-739)
0.018166350678796173,0.00034714004928790954,0.0030607475294032343,0.0021213929691256553,0.0,1.7432019067142455e-06,5.31456748924761e-10,0.0033418716856972192,0.0018825648684348336,2.8611774639626596e-06,0.025048167678320167,0.8511762252966069,0.37499992187499026,0.49999974999987495,0.0,0.0,0.08551810208661613,0.08770806628927914,0.25,0.10000000000000009,Poor (300-579)
0.007561435734935195,2.776047457475281e-08,8.378413873030352e-07,3.617185697678844e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263108068,0.12499989062498633,0.0,0.0,0.0,0.01186017447311491,0.012163892129373846,0.0,0.9290909090909092,Exceptional (800-850)
0.0037807173948778048,1.1408933897086657e-05,0.00034433406310269555,0.003015436903516747,0.0,4.770705218197367e-06,2.1136846913601329e-10,3.5332025898558e-05,5.9710399090362946e-05,2.2430875260501613e-07,0.0019267803505332954,0.8511762258502298,0.12499989062498633,0.49999974999987495,0.0,0.0,0.0006242194134282831,0.0006402045456594765,0.5,0.9054545454545455,Very Good (740-799)
0.0056710765649065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0,0.0009363292761973561,0.0,0.0,0.9163636363636365,Exceptional (800-850)
0.008506615319949541,2.535192159552863e-08,4.093367278302741e-07,2.9470883101873945e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.002184768727273648,0.00224071671006425,0.5,0.8,Very Good (740-799)
0.023629488680179105,2.01545177982554e-08,6.082853197283418e-07,8.027766702147561e-07,0.0,1.4149015476193128e-06,6.411659233513879e-10,0.00027471722559886815,0.00046426647666912194,3.736142991190042e-05,0.007707127182480014,0.8511762251849518,0.12499989062498633,0.49999974999987495,0.0,0.0,0.008426965982655108,0.008642765367683344,0.25,0.3363636363636364,Poor (300-579)
0.004725896979892153,3.790301793621211e-10,1.1439544034138887e-08,1.32679282723307e-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263108068,0.12499989062498633,0.0,0.0,0.0,0.0006242194134282831,0.0006402045456594765,0.0,0.9163636363636365,Exceptional (800-850)
0.0063705094578171174,4.6652402280450176e-05,0.000283119111749444,0.00014634792923335756,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.4694132332925759,0.4814340587328534,1.0,0.7436363636363637,Good (670-739)
0.004206048208134262,3.850084487118535e-05,0.0005738901306773889,0.00024083166086965192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.851176226394548,0.2499999062499883,0.0,0.0,0.004494380903926271,0.3598626714606313,0.03425095999815972,0.0,0.9636363636363636,Exceptional (800-850)
0.003308127602370631,2.6242070802611912e-05,0.0001912966847195666,0.00023319255065224937,0.0,1.7224018839631806e-06,5.149879902354366e-10,0.00015122865616373603,0.00017038221809229253,4.965896604099751e-07,0.009633909459795587,0.8511762253260714,0.12499989062498633,0.49999974999987495,0.0,0.0022471898901653816,0.3261548062815714,0.22471190756232773,0.25,0.24181818181818182,Poor (300-579)
0.015122872415049974,0.00047058726308938807,0.002231219897680863,0.0038868315462106274,0.0,1.4478015836053722e-06,6.282880970078559e-10,0.0005179441698764179,0.00043765751189361976,2.7031502570613846e-06,0.0019267803505332954,0.8511762252345763,0.2499999062499883,0.49999974999987495,0.0,0.0,0.07459425688969858,0.019206145652754848,0.25,0.4181818181818182,Poor (300-579)
0.0072589782677306034,9.73549664031095e-06,0.00015303734012378435,2.1575795682449683e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762259696386,0.6249999531249941,0.0,0.0,0.004494380903926271,0.5852059923799019,0.39756722131804323,0.0,0.9163636363636365,Exceptional (800-850)
0.03875236204040866,0.0010493341484249933,0.007651868880897103,0.005411571141708671,0.0,1.6358017892399972e-06,3.5492019971768184e-09,0.03621448308550878,0.040801155757769714,0.0025402500644897638,0.05780346639268491,0.8511762231069275,0.12499989062498633,0.49999974999987495,0.0,0.0,0.05024968759371088,0.05153649137373127,0.25,0.01272727272727281,Poor (300-579)
0.025765594542311532,0.0015884235751279408,0.011818896875350102,0.0019873734916273657,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.2915106115142043,0.29897567199070924,0.75,0.6345454545454545,Fair (580-669)
0.010028354451822642,3.284835132678502e-05,0.00010855702609672793,0.00011686364418373378,0.0,9.159010018125158e-07,9.567964940212206e-10,4.4168232649898593e-07,2.985736290597568e-07,3.264368285786196e-07,0.0038535626278488684,0.8511762255199169,0.37499992187499026,0.49999974999987495,0.0,0.0022471898901653816,0.26872659153206196,0.2685659408670185,0.75,0.6690909090909092,Fair (580-669)
0.007155008513379026,4.0132576131636594e-05,0.0001572458680293204,0.00011914197530120472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762258331713,0.2499999062499883,0.0,0.0,0.01235954945208938,0.4472534330359717,0.45774647869966273,0.0,0.9527272727272729,Exceptional (800-850)
0.0033175793982207743,3.101671016905817e-05,0.00015303734012378435,0.00016993535727305656,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.525593008591009,0.5390524966514253,1.0,0.7054545454545456,Good (670-739)
0.05293005581562387,8.745582633509277e-09,2.639512183663016e-07,1.32679282723307e-07,0.0,1.119101224072919e-06,7.966904415001952e-10,8.893096635649201e-05,0.0001502915091221672,1.666651974451379e-05,0.023121385401004595,0.851176225045383,0.12499989062498633,0.49999974999987495,0.0,0.0,0.003745318041119013,0.003841228874469023,0.25,0.21818181818181825,Poor (300-579)
0.005775046319258079,1.8655635981840843e-05,7.651865093221987e-05,6.875065176184772e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.004494380903926271,0.4460049935848954,0.3316261201445666,1.0,0.749090909090909,Good (670-739)
0.02441398773574101,0.0006148617415660031,0.0005320535373619011,0.0004659843830667789,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.030828514510266886,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0179775269864916,0.5096754055897863,0.4606274005955913,0.75,0.5963636363636364,Fair (580-669)
0.017372399827384123,8.83177080038162e-07,7.651830659811851e-06,6.297575247644641e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263309668,0.12499989062498633,0.0,0.0,0.0011235943832849375,0.076466916066313,0.07842509573573146,0.0,0.9418181818181819,Exceptional (800-850)
0.001011341210785767,4.471022248523103e-07,7.081766425334695e-06,8.1738479326207e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5074906365504027,0.4177336745895434,1.0,0.7109090909090909,Good (670-739)
0.001077503781736771,1.4164814160169056e-06,3.078725633688137e-05,4.5431262677145286e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762264767386,0.12499989062498633,0.0,0.0,0.0,0.2780898874151342,0.28521126737682817,0.0,0.9581818181818182,Exceptional (800-850)
0.006720225904272426,9.912158803933248e-05,0.0009705630154464591,0.0016374486358793306,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.08333333304723262,0.07618437870556478,1.0,0.7454545454545456,Good (670-739)
0.00945179490496389,4.148667856081051e-06,3.6380772516784734e-05,0.00043864440965712774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762260378722,0.12499989062498633,0.0,0.0,0.0011235943832849375,0.0003121095506592102,0.0,0.0,0.9272727272727272,Exceptional (800-850)
0.012466917781159657,0.0009040365419959929,0.006121495097065813,0.003450464127476196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263108068,0.2499999062499883,0.0,0.0,0.0,0.19506866391856073,0.1754161328986607,0.0,0.989090909090909,Exceptional (800-850)
0.0009451786398347625,0.0,0.0,0.0,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.14637952532658535,0.1466069139393748,1.0,0.7527272727272727,Good (670-739)
0.006890358229575008,1.823400103559517e-06,5.58582605163961e-06,3.779215245974276e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.0696004990853934,0.07138284221235046,1.0,0.7127272727272729,Good (670-739)
0.00836483838219739,3.519440869449565e-05,8.417051985137633e-05,9.13999434590587e-05,0.0,6.346006941262393e-07,1.4159405332694513e-09,1.138857088114515e-08,9.623225601816067e-09,4.531952317617609e-11,0.0038535626278488684,0.8511762235892153,0.37499992187499026,0.49999974999987495,0.09999990999999099,0.0,0.4363295878390542,0.41197183079768623,0.75,0.6418181818181818,Fair (580-669)
0.011209828933090575,2.0117628907889386e-07,5.689126282048222e-06,2.5450298776925244e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263108068,0.12499989062498633,0.0,0.0,0.0,0.062421972241704725,0.058578744897112275,0.0,0.9381818181818182,Exceptional (800-850)
0.003166350664618479,0.00043964128705069187,0.0012281249232652652,0.0016308816814819146,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.005617976410806715,0.8014981272788695,0.45262483977356743,0.75,0.5836363636363637,Fair (580-669)
0.0067107741084222825,4.146856243942836e-05,0.0012166471198865303,0.00030877953596128487,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0022471898901653816,0.19382022446748445,0.09314980764825538,0.75,0.5490909090909091,Fair (580-669)
0.001077503781736771,1.4552603866418776e-07,3.2252244900798466e-06,1.9297464564978756e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762263154591,0.12499989062498633,0.0,0.0,0.0,0.06928838922262433,0.0009603069785404312,0.0,0.94,Exceptional (800-850)
0.004725896979892153,4.466216551499818e-06,0.00013455807668402153,0.0009442998982581754,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.0031210983155808667,0.0,0.5,0.8745454545454545,Very Good (740-799)
0.004725896979892153,7.564567568272693e-05,0.0007783327644594109,0.0015995211237473145,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.2499999062499883,0.0,0.0,0.010112358438328492,0.09176029934199759,0.08066581276589814,0.75,0.56,Fair (580-669)
0.018629488675453207,0.0006638956969467805,0.0010330022658267756,0.0006474467555994633,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5237203494143945,0.5371318820541395,1.0,0.7945454545454547,Good (670-739)
0.011814743867499759,2.1041879422180096e-08,6.350668609453894e-07,9.367961477130461e-07,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.01935081117957266,0.004801536173111887,0.5,0.8200000000000001,Very Good (740-799)
0.0024196587924571445,5.3515257079883794e-05,0.0003984633838368082,0.0004099642414724937,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5102996253153244,0.32202304715813795,1.0,0.7181818181818183,Good (670-739)
0.0006521729684803147,9.641805197078595e-07,7.651830659811851e-06,2.760667216987273e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5071785266876336,0.5201664531114489,1.0,0.7109090909090909,Good (670-739)
0.017722116273839433,4.6610696284125716e-05,6.271467940206164e-05,0.00013147176723104739,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.18476903844718132,0.18149807912339885,1.0,0.7763636363636364,Good (670-739)
0.00189035822484911,1.8379794550406003e-08,3.1751430080039677e-07,1.0708156252113362e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.0858302119493852,0.08706786142351723,1.0,0.72,Good (670-739)
0.0023440444256559965,5.476162113131863e-08,5.011591548601515e-07,1.0708156252113362e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.21691635431239584,0.0,0.5,0.8672727272727274,Very Good (740-799)
0.0013043468821402145,1.6616467561126722e-06,2.264184187243933e-05,0.00015974987698318653,0.0,1.781101948169311e-06,5.47677857107479e-10,6.183376003995398e-06,1.0449778622499183e-05,2.6923419297096456e-07,0.0019267803505332954,0.8511762255834983,0.12499989062498633,0.49999974999987495,0.0,0.0,0.07896379496846559,0.0710627397794695,0.25,0.14363636363636367,Poor (300-579)
0.00542532987280277,2.0985467308428278e-05,7.211882630370492e-05,9.207004084655016e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.005780344905164441,0.8511762257494301,0.37499992187499026,0.0,0.0,0.0022471898901653816,0.3991885141695345,0.22119078080063723,0.75,0.5272727272727273,Fair (580-669)
0.0066162561499208475,5.227814947784595e-07,8.126246532799551e-06,2.1429714451976553e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.34238451914556317,0.34667093448997144,1.0,0.7763636363636364,Good (670-739)
0.0003024565220250062,2.9740177090069347e-05,0.00024004674160351232,0.0011644938997878657,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.7971285892001024,0.513124199588068,1.0,0.6818181818181819,Good (670-739)
0.00099243761908548,1.9597888528162058e-07,1.981795790716924e-06,3.4831662201805534e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.5265293381793161,0.5400128039500681,1.0,0.7,Good (670-739)
0.006219280724214822,3.561920138046303e-05,0.00026781537391113103,0.0003012744452213806,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.1838327088588741,0.18854033264677986,1.0,0.7745454545454546,Good (670-739)
0.026465027435222145,0.0005507816824899587,0.0030248449604345523,0.0007171368838985741,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.025048167678320167,0.8511762257494301,0.37499992187499026,0.0,0.09999990999999099,0.05168539219290493,0.2790262170034414,0.27496798952463763,0.75,0.5945454545454545,Fair (580-669)
0.0013610576572410753,2.2436304831204622e-08,6.771521400007498e-07,9.367961477130461e-07,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0,0.17322097352472562,0.0,0.5,0.8618181818181818,Very Good (740-799)
0.03859168151095622,8.404455472083367e-08,3.8255518661322656e-07,4.0071823771988665e-07,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.004494380903926271,0.05181023690755625,0.0,0.5,0.8454545454545455,Very Good (740-799)
0.0015028345949932276,9.102783590156903e-05,0.0008876167563628033,0.0006873845598939538,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.12499989062498633,0.0,0.0,0.0,0.8302122346536241,0.5492957745036158,1.0,0.6799999999999999,Good (670-739)
0.0005671068058290235,7.842996419436956e-07,4.709687060396197e-06,3.189529544981801e-05,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.4082397001898376,0.4177336745895434,1.0,0.76,Good (670-739)
0.014999999068998108,0.0008657027733743385,0.0035963783537441858,0.0012818949620763676,0.0,1.491101630966964e-06,0.0,0.001058887867639542,0.0008947493889853754,1.9970889102811523e-07,0.03275529678758246,0.8511762257494301,0.37499992187499026,0.49999974999987495,0.0,0.0033707853970458257,0.42696629195598196,0.4375800254281626,0.25,0.4309090909090909,Poor (300-579)
0.008506615319949541,6.16069822301663e-08,1.2242607677204358e-06,3.617185697678844e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8511762258548821,0.2499999062499883,0.0,0.0,0.0,0.020599250630648953,0.00032010211277852177,0.0,0.9327272727272728,Exceptional (800-850)
0.004413987716837418,3.459429997248946e-07,3.825896200233628e-06,2.613245791739154e-05,0.0,2.2660024785535113e-06,0.0,1.1481268551107961e-06,3.880621672918387e-06,3.740361056549313e-06,0.0019267803505332954,0.8511762257494301,0.12499989062498633,0.49999974999987495,0.0,0.0022471898901653816,0.02652933802326134,0.026888604041897756,0.5,0.8981818181818182,Very Good (740-799)
0.00048204064317773225,1.1719890763299128e-05,8.497779202234732e-05,0.00026937780957678767,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.8498751560080757,0.505761843631806,1.0,0.6745454545454546,Good (670-739)
0.09657844905158644,1.0,0.22955606753643407,0.30432352101374943,0.0,1.0,0.0,0.0,0.0,0.0,0.35838150165391425,0.8511762257494301,0.37499992187499026,0.0,0.0,0.03370786408281782,0.3214731583400353,0.32970550554728084,0.0,0.9090909090909092,Exceptional (800-850)
0.030935726872340006,0.00029738809158743094,0.0013773363671888159,0.00087340359466158,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.37499992187499026,0.0,0.0,0.01235954945208938,0.10674157275491308,0.09122919305096965,0.75,0.5818181818181818,Fair (580-669)
0.0014177684323419361,6.173374817644127e-08,5.738519095921377e-07,7.235711590132671e-06,0.0,9.062009912026442e-07,0.0,0.0,0.0,0.0,0.0,0.8511762257494301,0.0,0.0,0.0,0.0,0.05149812704478717,0.0,0.5,0.8418181818181818,Very Good (740-799)
